Year,DOY,Station Number,Air Temp Max,Air Temp Min,Air Temp Mean,Daily Avg Temp (F),RH - Max,RH- Min,RH - Mean,VPD - Mean,Solar Rad Total,Precipitation - Total
2020,259,6,39.4,20.9,30,86,51.9,11.2,30.2,3.27,21.61,0
2020,260,6,41.7,18.6,30,86,63.4,6,26,3.61,22.38,0
2020,261,6,41.6,18.3,30.4,86.72,41.6,6.8,20.4,3.9,21.95,0
2020,262,6,40.6,20.4,30.9,87.62,47,8.9,22.1,3.84,21.05,0
2020,263,6,39.4,22.3,30.9,87.62,49.2,12.1,26.6,3.58,21.44,0
2020,264,6,40.4,19.2,30,86,60.7,9.9,26,3.59,21.19,0
2020,265,6,39.6,24.4,31.6,88.88,45,13.9,26.4,3.69,18.38,0
2020,266,6,38.6,25.2,31.7,89.06,54.9,15.1,29.7,3.43,15.28,0
2020,267,6,39.7,20.6,30.8,87.44,59.8,11.9,26.7,3.58,21.48,0
2020,268,6,40.6,21.6,30.6,87.08,43.2,11,23.8,3.7,21.43,0
2020,269,6,40.1,21.8,31.2,88.16,48.1,10.8,22.1,3.87,21.32,0
2020,270,6,39.5,20,30.4,86.72,43,10.5,22.4,3.67,21.73,0
2020,271,6,38.7,21.1,29.1,84.38,43.4,8.2,24.4,3.36,21.92,0
2020,272,6,39.2,16.2,28.4,83.12,56.4,7.9,23.5,3.31,21.42,0
2020,273,6,38.2,22.6,29.8,85.64,43,9.3,21.2,3.48,21.21,0
2020,274,6,39.7,16.5,28,82.4,58.6,7.1,24.2,3.32,21.43,0
2020,275,6,41,16.1,28.3,82.94,63.2,5.2,21.9,3.49,21.3,0
2020,276,6,40.4,15.7,28.2,82.76,56,4.9,20.6,3.51,21.13,0
2020,277,6,40.5,17.5,28.1,82.58,55.5,4.2,18.8,3.51,21.14,0
2020,278,6,40,14.6,27.1,80.78,51.3,5.1,20.2,3.29,20.76,0
2020,279,6,39.7,15.1,27.1,80.78,54.4,5.4,21.3,3.27,20.53,0
2020,280,6,39.8,14.7,27,80.6,56.4,5.5,22,3.27,20.22,0
2020,281,6,39.5,14.8,26.8,80.24,57.3,6,20.9,3.24,19.66,0
2020,282,6,38.5,16.2,27.5,81.5,47.3,7.5,19.3,3.3,19.75,0
2020,283,6,36.9,16.5,27,80.6,45.1,9.5,22.3,3.06,19.87,0
2020,284,6,36.1,18.1,26.7,80.06,53.2,8.1,25.5,2.85,19.52,0
2020,285,6,34.3,17.5,25.3,77.54,50.1,14.3,29.6,2.47,19.09,0
2020,286,6,36.5,13.1,24.7,76.46,71.7,10.6,31.1,2.5,19.28,0
2020,287,6,37.6,13,25.1,77.18,71.9,7.6,27.9,2.73,19.33,0
2020,288,6,38.5,13.6,24.9,76.82,64.9,5.4,25.6,2.8,19.28,0
2020,289,6,37.4,14.7,26,78.8,58.8,8.9,28.7,2.72,18.9,0
2020,290,6,37.7,14.7,25.6,78.08,57.3,7.4,26.7,2.82,18.34,0
2020,291,6,36.7,14.3,24.7,76.46,49.5,5.6,22.4,2.74,17.67,0
2020,292,6,36.5,11.6,24.1,75.38,51.8,7,21.6,2.68,18.47,0
2020,293,6,35.3,11.9,23.7,74.66,55.8,10.2,27.2,2.44,17.53,0
2020,294,6,35.7,12.6,23.3,73.94,57.7,9.4,30.5,2.33,17.8,0
2020,295,6,35,11.9,23.2,73.76,74.1,9.7,28.6,2.37,17.35,0
2020,296,6,34.3,13.8,24.2,75.56,59.2,17.9,33.4,2.26,17.27,0
2020,297,6,34.1,15.1,24.7,76.46,70.8,14.2,39.5,2.14,16.93,0
2020,298,6,30.3,17,23.7,74.66,63.1,27.3,43.4,1.76,11.75,0
2020,299,6,30.5,18.3,23.5,74.3,61.7,27.3,41.9,1.77,11.63,0
2020,300,6,20.8,6.7,15.1,59.18,58.5,9.4,27.8,1.26,13.24,0
2020,301,6,18.6,6.5,11.9,53.42,49.7,19.4,28.9,1.03,16.19,0
2020,302,6,21.2,2.8,11.8,53.24,76.7,15.4,43.2,0.93,16.83,0
2020,303,6,28.1,4.9,16.1,60.98,69.9,13.5,36.6,1.43,16.76,0
2020,304,6,29.3,8.4,19.2,66.56,66.6,14.3,34.7,1.66,14,0
2020,305,6,29.4,11.9,19.9,67.82,63.8,15.3,34.1,1.74,13.14,0
2020,306,6,33.4,11.8,22.7,72.86,75.3,13.1,32.9,2.08,12.23,0
2020,307,6,32.5,19.5,25.6,78.08,36.7,15.2,25.4,2.51,13.02,0
2020,308,6,33.7,11.9,22.4,72.32,64,12.2,31.1,2.14,14.19,0
2020,309,6,32.8,11.7,21.5,70.7,72.6,14.8,35.8,1.9,15.65,0
2020,310,6,35.1,11.4,22.4,72.32,81.1,11.7,35.8,2.06,15.15,0
2020,311,6,31.3,16.6,23.6,74.48,58.2,15.1,30,2.16,6.35,0
2020,312,6,27.6,14.5,21.4,70.52,50.8,15.5,30.5,1.82,14.18,0
2020,313,6,21.1,7.3,14.6,58.28,78.7,28.2,45.7,0.96,12.18,0
2020,314,6,16.9,4.6,12.4,54.32,77.6,26.1,44.2,0.84,12.97,0
2020,315,6,18.5,1.7,9.4,48.92,87.5,17.9,47.6,0.75,15.41,0
